benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,mssql,9,1,,"(pyodbc.OperationalError) ('HYT00', '[HYT00] [Microsoft][ODBC Driver 17 for SQL Server]Login timeout expired (0) (SQLDriverConnect)')
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
tpch,mssql,9,2,111.39597010612488,
tpch,mssql,9,3,0.9291045665740967,
tpch,mssql,9,4,0.6555593013763428,
tpch,mssql,9,5,0.7192747592926025,
tpch,mssql,9,6,0.7514290809631348,
tpch,mssql,9,7,0.598876953125,
tpch,mssql,9,8,0.7012362480163574,
tpch,mssql,9,9,0.516085147857666,
tpch,mssql,9,10,0.6078755855560303,
tpch,mssql,9,11,0.6059701442718506,
tpch,mssql,9,12,0.6997578144073486,
tpch,mssql,9,13,0.6515886783599854,
tpch,mssql,9,14,0.5103378295898438,
tpch,mssql,9,15,0.6377260684967041,
tpch,mssql,9,16,0.6248908042907715,
tpch,mssql,9,17,0.5550010204315186,
tpch,mssql,9,18,0.46688246726989746,
tpch,mssql,9,19,0.3784756660461426,
tpch,mssql,9,20,0.40231943130493164,
tpch,mssql,9,21,0.4874274730682373,
tpch,mssql,9,22,0.40731096267700195,
tpch,mssql,9,23,0.3956148624420166,
tpch,mssql,9,24,0.497514009475708,
tpch,mssql,9,25,0.37558674812316895,
tpch,mssql,9,26,0.45938539505004883,
tpch,mssql,9,27,0.6264798641204834,
tpch,mssql,9,28,0.5461668968200684,
tpch,mssql,9,29,0.6262800693511963,
tpch,mssql,9,30,0.614051342010498,
tpch,mssql,9,31,0.5933654308319092,
tpch,mssql,9,32,0.5057477951049805,
tpch,mssql,9,33,0.4735443592071533,
tpch,mssql,9,34,0.4667086601257324,
tpch,mssql,9,35,0.378739595413208,
tpch,mssql,9,36,0.48841190338134766,
tpch,mssql,9,37,0.4865283966064453,
tpch,mssql,9,38,0.5109362602233887,
tpch,mssql,9,39,0.4283292293548584,
tpch,mssql,9,40,0.48000311851501465,
tpch,mssql,9,41,0.4751002788543701,
tpch,mssql,9,42,0.4557616710662842,
tpch,mssql,9,43,0.4464092254638672,
tpch,mssql,9,44,0.49107789993286133,
tpch,mssql,9,45,0.4784996509552002,
tpch,mssql,9,46,0.4971890449523926,
tpch,mssql,9,47,0.3802213668823242,
tpch,mssql,9,48,0.4774308204650879,
tpch,mssql,9,49,0.5077245235443115,
tpch,mssql,9,50,0.4447193145751953,
tpch,mssql,10,1,1.3071198463439941,
tpch,mssql,10,2,0.35709452629089355,
tpch,mssql,10,3,0.3949601650238037,
tpch,mssql,10,4,0.3603031635284424,
tpch,mssql,10,5,0.34302306175231934,
tpch,mssql,10,6,0.3870584964752197,
tpch,mssql,10,7,0.34738612174987793,
tpch,mssql,10,8,0.3999788761138916,
tpch,mssql,10,9,0.34834718704223633,
tpch,mssql,10,10,0.36440491676330566,
tpch,mssql,10,11,0.340252161026001,
tpch,mssql,10,12,0.3841683864593506,
tpch,mssql,10,13,0.3470909595489502,
tpch,mssql,10,14,0.32401418685913086,
tpch,mssql,10,15,0.3597300052642822,
tpch,mssql,10,16,0.3210923671722412,
tpch,mssql,10,17,0.35424065589904785,
tpch,mssql,10,18,0.36033105850219727,
tpch,mssql,10,19,0.3490164279937744,
tpch,mssql,10,20,0.3237793445587158,
tpch,mssql,10,21,0.3042011260986328,
tpch,mssql,10,22,0.3861427307128906,
tpch,mssql,10,23,0.35520124435424805,
