benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,mssql,19,1,,"(pyodbc.OperationalError) ('HYT00', '[HYT00] [Microsoft][ODBC Driver 17 for SQL Server]Login timeout expired (0) (SQLDriverConnect)')
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
tpch,mssql,19,2,28.751911878585815,
tpch,mssql,19,3,0.16170668601989746,
tpch,mssql,19,4,0.2068190574645996,
tpch,mssql,19,5,0.15212082862854004,
tpch,mssql,19,6,0.16187477111816406,
tpch,mssql,19,7,0.44182324409484863,
tpch,mssql,19,8,0.3588566780090332,
tpch,mssql,19,9,0.1250908374786377,
tpch,mssql,19,10,0.467149019241333,
tpch,mssql,19,11,0.3895716667175293,
tpch,mssql,19,12,0.35177016258239746,
tpch,mssql,19,13,0.25994038581848145,
tpch,mssql,19,14,0.2674126625061035,
tpch,mssql,19,15,0.19994664192199707,
tpch,mssql,19,16,0.23844265937805176,
tpch,mssql,19,17,0.2583177089691162,
tpch,mssql,19,18,0.25211453437805176,
tpch,mssql,19,19,0.24241399765014648,
tpch,mssql,19,20,0.07895660400390625,
tpch,mssql,19,21,0.243300199508667,
tpch,mssql,19,22,0.2357923984527588,
tpch,mssql,19,23,0.11882376670837402,
tpch,mssql,19,24,0.21064233779907227,
tpch,mssql,19,25,0.23690152168273926,
tpch,mssql,19,26,0.236466646194458,
tpch,mssql,19,27,0.16925263404846191,
tpch,mssql,19,28,0.24965667724609375,
tpch,mssql,19,29,0.24926352500915527,
tpch,mssql,19,30,0.09481692314147949,
tpch,mssql,19,31,0.259321928024292,
tpch,mssql,19,32,0.2373960018157959,
tpch,mssql,19,33,0.07552051544189453,
tpch,mssql,19,34,0.2478189468383789,
tpch,mssql,19,35,0.07059669494628906,
tpch,mssql,19,36,0.2436695098876953,
tpch,mssql,19,37,0.24362969398498535,
tpch,mssql,19,38,0.08536028861999512,
tpch,mssql,19,39,0.24822998046875,
tpch,mssql,19,40,0.2538905143737793,
tpch,mssql,19,41,0.2493302822113037,
tpch,mssql,19,42,0.14155817031860352,
tpch,mssql,19,43,0.19986772537231445,
tpch,mssql,19,44,0.2368321418762207,
tpch,mssql,19,45,0.09583854675292969,
tpch,mssql,19,46,0.2278904914855957,
tpch,mssql,19,47,0.24126696586608887,
tpch,mssql,19,48,0.08524584770202637,
