benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,postgres,17,1,4.572610855102539,
tpch,postgres,17,2,3.92781400680542,
tpch,postgres,17,3,3.7949554920196533,
tpch,postgres,17,4,3.906986951828003,
tpch,postgres,17,5,4.052926540374756,
tpch,postgres,17,6,4.060570240020752,
tpch,postgres,17,7,3.9179797172546387,
tpch,postgres,17,8,3.557088613510132,
tpch,postgres,17,9,3.7842166423797607,
tpch,postgres,17,10,3.8540682792663574,
tpch,postgres,17,11,4.011500120162964,
tpch,postgres,17,12,3.8003273010253906,
tpch,postgres,17,13,3.583651542663574,
tpch,postgres,17,14,3.6378121376037598,
tpch,postgres,17,15,4.0271642208099365,
tpch,postgres,17,16,3.567760944366455,
tpch,postgres,17,17,3.56408953666687,
tpch,postgres,17,18,3.5679452419281006,
tpch,postgres,17,19,3.5587215423583984,
tpch,postgres,17,20,3.551914930343628,
tpch,postgres,17,21,3.543912887573242,
tpch,postgres,17,22,3.539642333984375,
tpch,postgres,17,23,3.547546625137329,
tpch,postgres,17,24,2.7599728107452393,
tpch,postgres,17,25,2.7362077236175537,
tpch,postgres,17,26,2.804011106491089,
tpch,postgres,17,27,2.730072498321533,
tpch,postgres,17,28,2.717737913131714,
tpch,postgres,17,29,2.7184340953826904,
tpch,postgres,17,30,2.694098472595215,
tpch,postgres,17,31,2.682589292526245,
tpch,postgres,17,32,2.698869466781616,
tpch,postgres,17,33,2.734679698944092,
tpch,postgres,17,34,2.749091625213623,
tpch,postgres,17,35,2.7393970489501953,
tpch,postgres,17,36,2.739753007888794,
tpch,postgres,17,37,2.8620212078094482,
tpch,postgres,17,38,2.7427451610565186,
tpch,postgres,17,39,2.884660243988037,
tpch,postgres,17,40,2.881218910217285,
tpch,postgres,17,41,2.8574411869049072,
tpch,postgres,17,42,3.00600528717041,
tpch,postgres,17,43,2.732163190841675,
tpch,postgres,17,44,2.805760383605957,
tpch,postgres,17,45,2.7103018760681152,
tpch,postgres,17,46,2.6719350814819336,
tpch,postgres,17,47,2.7415506839752197,
tpch,postgres,17,48,2.709137201309204,
tpch,postgres,17,49,2.6845219135284424,
tpch,postgres,17,50,2.690586566925049,
tpch,postgres,17,51,2.695995569229126,
tpch,postgres,17,52,2.8083930015563965,
tpch,postgres,17,53,2.68353009223938,
tpch,postgres,17,54,2.684685468673706,
tpch,postgres,17,55,2.7030487060546875,
tpch,postgres,17,56,2.7169029712677,
tpch,postgres,17,57,2.7453930377960205,
tpch,postgres,17,58,3.000621795654297,
tpch,postgres,17,59,2.7490644454956055,
tpch,postgres,17,60,2.719362497329712,
tpch,postgres,17,61,2.775371551513672,
tpch,postgres,17,62,2.7489523887634277,
