benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,postgres,1,1,12.449718952178955,
tpch,postgres,1,2,13.433386087417603,
tpch,postgres,1,3,5.037369966506958,
tpch,postgres,1,4,4.98718523979187,
tpch,postgres,1,5,4.812853097915649,
tpch,postgres,1,6,4.3690454959869385,
tpch,postgres,1,7,4.442075490951538,
tpch,postgres,1,8,4.3784260749816895,
tpch,postgres,1,9,4.325882196426392,
tpch,postgres,1,10,4.36965537071228,
tpch,postgres,1,11,4.37026834487915,
tpch,postgres,1,12,4.376007556915283,
tpch,postgres,1,13,4.410043954849243,
tpch,postgres,1,14,4.346503257751465,
tpch,postgres,1,15,4.3626508712768555,
tpch,postgres,1,16,2.92445707321167,
tpch,postgres,1,17,2.940903902053833,
tpch,postgres,1,18,2.9535930156707764,
tpch,postgres,1,19,2.928976058959961,
tpch,postgres,1,20,2.986919641494751,
tpch,postgres,1,21,2.9075772762298584,
tpch,postgres,1,22,2.9316906929016113,
tpch,postgres,1,23,2.9313712120056152,
tpch,postgres,1,24,2.970470905303955,
tpch,postgres,1,25,2.9276235103607178,
tpch,postgres,1,26,2.9248461723327637,
tpch,postgres,1,27,2.927164316177368,
tpch,postgres,1,28,2.9521923065185547,
tpch,postgres,1,29,2.9167304039001465,
tpch,postgres,1,30,2.92429256439209,
tpch,postgres,1,31,2.9258615970611572,
tpch,postgres,1,32,2.9125163555145264,
tpch,postgres,1,33,2.9084951877593994,
tpch,postgres,1,34,2.9073264598846436,
tpch,postgres,1,35,2.9362311363220215,
tpch,postgres,1,36,2.9264047145843506,
tpch,postgres,1,37,2.9219932556152344,
tpch,postgres,1,38,2.9357099533081055,
tpch,postgres,1,39,2.921257495880127,
tpch,postgres,1,40,2.907810688018799,
tpch,postgres,1,41,2.927718162536621,
tpch,postgres,1,42,2.9211785793304443,
tpch,postgres,1,43,2.9365875720977783,
tpch,postgres,1,44,2.919855833053589,
tpch,postgres,1,45,2.91154146194458,
tpch,postgres,1,46,2.9159069061279297,
tpch,postgres,1,47,2.933363437652588,
tpch,postgres,1,48,2.9224464893341064,
tpch,postgres,1,49,2.9165196418762207,
tpch,postgres,1,50,2.9268460273742676,
tpch,postgres,1,51,2.919114828109741,
tpch,postgres,1,52,2.9216887950897217,
tpch,postgres,1,53,2.951455593109131,
tpch,postgres,1,54,2.930697441101074,
tpch,postgres,1,55,2.925847053527832,
tpch,postgres,1,56,2.9330203533172607,
tpch,postgres,1,57,2.930595874786377,
tpch,postgres,1,58,2.9333832263946533,
tpch,postgres,1,59,2.918525218963623,
tpch,postgres,1,60,2.9134933948516846,
tpch,postgres,1,61,2.93025541305542,
