benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,mssql,1,1,,"(pyodbc.OperationalError) ('HYT00', '[HYT00] [Microsoft][ODBC Driver 17 for SQL Server]Login timeout expired (0) (SQLDriverConnect)')
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
tpch,mssql,1,2,25.688648223876953,
tpch,mssql,1,3,0.4469900131225586,
tpch,mssql,1,4,0.4959681034088135,
tpch,mssql,1,5,0.4112124443054199,
tpch,mssql,1,6,0.3848903179168701,
tpch,mssql,1,7,0.3491349220275879,
tpch,mssql,1,8,0.3269052505493164,
tpch,mssql,1,9,0.40062403678894043,
tpch,mssql,1,10,0.29747962951660156,
tpch,mssql,1,11,0.3400087356567383,
tpch,mssql,1,12,0.33302974700927734,
tpch,mssql,1,13,0.3000364303588867,
tpch,mssql,1,14,0.27927565574645996,
tpch,mssql,1,15,0.26739048957824707,
tpch,mssql,1,16,0.2332453727722168,
tpch,mssql,1,17,0.2133030891418457,
tpch,mssql,1,18,0.22000408172607422,
tpch,mssql,1,19,0.24415206909179688,
tpch,mssql,1,20,0.2409381866455078,
tpch,mssql,1,21,0.30308032035827637,
tpch,mssql,1,22,0.20469999313354492,
tpch,mssql,1,23,0.304720401763916,
tpch,mssql,1,24,0.29021286964416504,
tpch,mssql,1,25,0.2825908660888672,
tpch,mssql,1,26,0.21180248260498047,
tpch,mssql,1,27,0.30277299880981445,
tpch,mssql,1,28,0.2758803367614746,
tpch,mssql,1,29,0.2835509777069092,
tpch,mssql,1,30,0.33675169944763184,
tpch,mssql,1,31,0.22385406494140625,
tpch,mssql,1,32,0.2810633182525635,
tpch,mssql,1,33,0.2970550060272217,
tpch,mssql,1,34,0.206312894821167,
tpch,mssql,1,35,0.2860524654388428,
tpch,mssql,1,36,0.3026604652404785,
tpch,mssql,1,37,0.21207213401794434,
tpch,mssql,1,38,0.2924995422363281,
tpch,mssql,1,39,0.2882659435272217,
tpch,mssql,1,40,0.31362295150756836,
tpch,mssql,1,41,0.2807629108428955,
tpch,mssql,1,42,0.21164178848266602,
tpch,mssql,1,43,0.2925601005554199,
tpch,mssql,1,44,0.28784894943237305,
tpch,mssql,1,45,0.30810022354125977,
tpch,mssql,1,46,0.2081160545349121,
tpch,mssql,1,47,0.28468823432922363,
tpch,mssql,1,48,0.2647867202758789,
tpch,mssql,1,49,0.22562408447265625,
tpch,mssql,1,50,0.30033206939697266,
tpch,mssql,2,1,44.966232776641846,
tpch,mssql,2,2,0.12289905548095703,
tpch,mssql,2,3,0.09865880012512207,
tpch,mssql,2,4,0.09564876556396484,
tpch,mssql,2,5,0.09062743186950684,
tpch,mssql,2,6,0.08652734756469727,
tpch,mssql,2,7,0.0962972640991211,
tpch,mssql,2,8,0.0882573127746582,
tpch,mssql,2,9,0.08848190307617188,
tpch,mssql,2,10,0.0964348316192627,
tpch,mssql,2,11,0.09758734703063965,
tpch,mssql,2,12,0.08968472480773926,
tpch,mssql,2,13,0.09035921096801758,
tpch,mssql,2,14,0.08823204040527344,
tpch,mssql,2,15,0.08968973159790039,
tpch,mssql,2,16,0.09326052665710449,
tpch,mssql,2,17,0.09269523620605469,
tpch,mssql,2,18,0.09567952156066895,
tpch,mssql,2,19,0.09099936485290527,
tpch,mssql,2,20,0.10138654708862305,
tpch,mssql,2,21,0.11270856857299805,
tpch,mssql,2,22,0.10659098625183105,
tpch,mssql,2,23,0.0913240909576416,
tpch,mssql,2,24,0.09054374694824219,
tpch,mssql,2,25,0.0966486930847168,
tpch,mssql,2,26,0.09137201309204102,
tpch,mssql,2,27,0.09088850021362305,
tpch,mssql,2,28,0.09283590316772461,
tpch,mssql,2,29,0.09098148345947266,
tpch,mssql,2,30,0.08646059036254883,
tpch,mssql,2,31,0.09523344039916992,
tpch,mssql,2,32,0.09372353553771973,
tpch,mssql,2,33,0.09758400917053223,
tpch,mssql,2,34,0.09491896629333496,
tpch,mssql,2,35,0.08721804618835449,
tpch,mssql,2,36,0.09121561050415039,
tpch,mssql,2,37,0.09709954261779785,
tpch,mssql,2,38,0.09456849098205566,
tpch,mssql,2,39,0.12462711334228516,
tpch,mssql,2,40,0.10605192184448242,
tpch,mssql,2,41,0.10551214218139648,
tpch,mssql,2,42,0.09354162216186523,
tpch,mssql,2,43,0.08990263938903809,
tpch,mssql,2,44,0.09020042419433594,
tpch,mssql,2,45,0.09511089324951172,
tpch,mssql,2,46,0.09375691413879395,
tpch,mssql,2,47,0.09104681015014648,
tpch,mssql,2,48,0.09523463249206543,
tpch,mssql,2,49,0.12757229804992676,
tpch,mssql,2,50,0.09751439094543457,
tpch,mssql,3,1,24.984233617782593,
tpch,mssql,3,2,0.6303369998931885,
tpch,mssql,3,3,0.6014721393585205,
tpch,mssql,3,4,0.6997392177581787,
tpch,mssql,3,5,0.6072952747344971,
tpch,mssql,3,6,0.49210405349731445,
tpch,mssql,3,7,0.7270317077636719,
tpch,mssql,3,8,0.6232638359069824,
tpch,mssql,3,9,0.6175541877746582,
tpch,mssql,3,10,0.6919448375701904,
tpch,mssql,3,11,0.5629527568817139,
tpch,mssql,3,12,0.5598242282867432,
tpch,mssql,3,13,0.6640698909759521,
tpch,mssql,3,14,0.5699789524078369,
tpch,mssql,3,15,0.5668342113494873,
tpch,mssql,3,16,0.6791789531707764,
tpch,mssql,3,17,0.5917611122131348,
tpch,mssql,3,18,0.4203944206237793,
tpch,mssql,3,19,0.658768892288208,
tpch,mssql,3,20,0.5748579502105713,
tpch,mssql,3,21,0.6181223392486572,
tpch,mssql,3,22,0.5983965396881104,
tpch,mssql,3,23,0.5391325950622559,
tpch,mssql,3,24,0.6077554225921631,
tpch,mssql,3,25,0.6506576538085938,
tpch,mssql,3,26,0.4500589370727539,
tpch,mssql,3,27,0.5177369117736816,
tpch,mssql,3,28,0.5375816822052002,
tpch,mssql,3,29,0.43624448776245117,
tpch,mssql,3,30,0.45790624618530273,
tpch,mssql,3,31,0.44225358963012695,
tpch,mssql,3,32,0.6338694095611572,
tpch,mssql,3,33,0.5101299285888672,
tpch,mssql,3,34,0.5638830661773682,
tpch,mssql,3,35,0.5114166736602783,
tpch,mssql,3,36,0.5807666778564453,
tpch,mssql,3,37,0.48400211334228516,
tpch,mssql,3,38,0.513237476348877,
tpch,mssql,3,39,0.5272073745727539,
tpch,mssql,3,40,0.49036431312561035,
tpch,mssql,3,41,0.33365774154663086,
tpch,mssql,3,42,0.34366893768310547,
tpch,mssql,3,43,0.35088467597961426,
tpch,mssql,3,44,0.39287447929382324,
tpch,mssql,3,45,0.3933885097503662,
tpch,mssql,3,46,0.3258640766143799,
tpch,mssql,3,47,0.35679173469543457,
tpch,mssql,3,48,0.355297327041626,
tpch,mssql,3,49,0.38610124588012695,
tpch,mssql,3,50,0.3414449691772461,
tpch,mssql,4,1,0.3880307674407959,
tpch,mssql,4,2,0.2389075756072998,
tpch,mssql,4,3,0.15146517753601074,
tpch,mssql,4,4,0.19280052185058594,
tpch,mssql,4,5,0.26018190383911133,
tpch,mssql,4,6,0.14980459213256836,
tpch,mssql,4,7,0.2718813419342041,
tpch,mssql,4,8,0.18862247467041016,
tpch,mssql,4,9,0.2689201831817627,
tpch,mssql,4,10,0.21164989471435547,
tpch,mssql,4,11,0.2440507411956787,
tpch,mssql,4,12,0.2575857639312744,
tpch,mssql,4,13,0.1869046688079834,
tpch,mssql,4,14,0.24572539329528809,
tpch,mssql,4,15,0.20651626586914062,
tpch,mssql,4,16,0.2612416744232178,
tpch,mssql,4,17,0.1581277847290039,
tpch,mssql,4,18,0.24507808685302734,
tpch,mssql,4,19,0.18415284156799316,
tpch,mssql,4,20,0.2409050464630127,
tpch,mssql,4,21,0.22513031959533691,
tpch,mssql,4,22,0.12426090240478516,
tpch,mssql,4,23,0.21233558654785156,
tpch,mssql,4,24,0.2174677848815918,
tpch,mssql,4,25,0.2533602714538574,
tpch,mssql,4,26,0.1757373809814453,
tpch,mssql,4,27,0.2436666488647461,
tpch,mssql,4,28,0.18561387062072754,
tpch,mssql,4,29,0.2827732563018799,
tpch,mssql,4,30,0.18016338348388672,
tpch,mssql,4,31,0.21065425872802734,
tpch,mssql,4,32,0.17999267578125,
tpch,mssql,4,33,0.16401934623718262,
tpch,mssql,4,34,0.18468236923217773,
tpch,mssql,4,35,0.1103200912475586,
tpch,mssql,4,36,0.24711966514587402,
tpch,mssql,4,37,0.13835978507995605,
tpch,mssql,4,38,0.2535126209259033,
tpch,mssql,4,39,0.17022156715393066,
tpch,mssql,4,40,0.18673300743103027,
tpch,mssql,4,41,0.18790364265441895,
tpch,mssql,4,42,0.08955526351928711,
tpch,mssql,4,43,0.22011542320251465,
tpch,mssql,4,44,0.1056520938873291,
tpch,mssql,4,45,0.18101048469543457,
tpch,mssql,4,46,0.15509247779846191,
tpch,mssql,4,47,0.07578897476196289,
tpch,mssql,4,48,0.17810869216918945,
tpch,mssql,4,49,0.1141207218170166,
tpch,mssql,4,50,0.07625746726989746,
