benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,postgres,5,1,0.6674587726593018,
tpch,postgres,5,2,0.5759189128875732,
tpch,postgres,5,3,0.576308012008667,
tpch,postgres,5,4,0.5717883110046387,
tpch,postgres,5,5,0.5624303817749023,
tpch,postgres,5,6,0.5679750442504883,
tpch,postgres,5,7,0.5677626132965088,
tpch,postgres,5,8,0.8349895477294922,
tpch,postgres,5,9,0.5716860294342041,
tpch,postgres,5,10,0.5686764717102051,
tpch,postgres,5,11,0.5699779987335205,
tpch,postgres,5,12,0.5406484603881836,
tpch,postgres,5,13,0.520953893661499,
tpch,postgres,5,14,0.5202281475067139,
tpch,postgres,5,15,0.5192310810089111,
tpch,postgres,5,16,0.5303699970245361,
tpch,postgres,5,17,0.5719988346099854,
tpch,postgres,5,18,0.5357921123504639,
tpch,postgres,5,19,0.569777250289917,
tpch,postgres,5,20,0.5682947635650635,
tpch,postgres,5,21,0.519721508026123,
tpch,postgres,5,22,0.5672447681427002,
tpch,postgres,5,23,0.5647714138031006,
tpch,postgres,5,24,0.5424008369445801,
tpch,postgres,5,25,0.5720560550689697,
tpch,postgres,5,26,0.570183277130127,
tpch,postgres,5,27,0.5670807361602783,
tpch,postgres,5,28,0.5659232139587402,
tpch,postgres,5,29,0.5646388530731201,
tpch,postgres,5,30,0.5661048889160156,
tpch,postgres,5,31,0.5661709308624268,
tpch,postgres,5,32,0.5709319114685059,
tpch,postgres,5,33,0.5752291679382324,
tpch,postgres,5,34,0.5940511226654053,
tpch,postgres,5,35,0.5658760070800781,
tpch,postgres,5,36,0.5821659564971924,
tpch,postgres,5,37,0.5743021965026855,
tpch,postgres,5,38,0.5646145343780518,
tpch,postgres,5,39,0.567868709564209,
tpch,postgres,5,40,0.5697979927062988,
tpch,postgres,5,41,0.5691533088684082,
tpch,postgres,5,42,0.5654687881469727,
tpch,postgres,5,43,0.5708444118499756,
tpch,postgres,5,44,0.5596847534179688,
tpch,postgres,5,45,0.5603106021881104,
tpch,postgres,5,46,0.5617644786834717,
tpch,postgres,5,47,0.5638253688812256,
