benchmark,db_type,query_number,run_idx,elapsed_sec,error
tpch,mssql,5,1,,"(pyodbc.OperationalError) ('HYT00', '[HYT00] [Microsoft][ODBC Driver 17 for SQL Server]Login timeout expired (0) (SQLDriverConnect)')
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
tpch,mssql,5,2,80.77399230003357,
tpch,mssql,5,3,0.5529930591583252,
tpch,mssql,5,4,0.5605902671813965,
tpch,mssql,5,5,0.5447828769683838,
tpch,mssql,5,6,0.4817237854003906,
tpch,mssql,5,7,0.4956777095794678,
tpch,mssql,5,8,0.48233723640441895,
tpch,mssql,5,9,0.5254392623901367,
tpch,mssql,5,10,0.5832395553588867,
tpch,mssql,5,11,0.35257387161254883,
tpch,mssql,5,12,0.4530332088470459,
tpch,mssql,5,13,0.4049644470214844,
tpch,mssql,5,14,0.4205319881439209,
tpch,mssql,5,15,0.4935884475708008,
tpch,mssql,5,16,0.4305264949798584,
tpch,mssql,5,17,0.3814678192138672,
tpch,mssql,5,18,0.34781384468078613,
tpch,mssql,5,19,0.39328837394714355,
tpch,mssql,5,20,0.4178507328033447,
tpch,mssql,5,21,0.4757566452026367,
tpch,mssql,5,22,0.42160725593566895,
tpch,mssql,5,23,0.43906259536743164,
tpch,mssql,5,24,0.387378454208374,
tpch,mssql,5,25,0.35050129890441895,
tpch,mssql,5,26,0.39748072624206543,
tpch,mssql,5,27,0.33475589752197266,
tpch,mssql,5,28,0.35237669944763184,
tpch,mssql,5,29,0.41500091552734375,
tpch,mssql,5,30,0.366530179977417,
tpch,mssql,5,31,0.4231560230255127,
tpch,mssql,5,32,0.3205270767211914,
tpch,mssql,5,33,0.3261287212371826,
tpch,mssql,5,34,0.31346726417541504,
tpch,mssql,5,35,0.38986778259277344,
tpch,mssql,5,36,0.4091072082519531,
tpch,mssql,5,37,0.3598966598510742,
tpch,mssql,5,38,0.38422727584838867,
tpch,mssql,5,39,0.28957176208496094,
tpch,mssql,5,40,0.2917759418487549,
tpch,mssql,5,41,0.377971887588501,
tpch,mssql,5,42,0.2889089584350586,
tpch,mssql,5,43,0.3242504596710205,
tpch,mssql,5,44,0.3002774715423584,
tpch,mssql,5,45,0.26076269149780273,
tpch,mssql,5,46,0.3721354007720947,
tpch,mssql,5,47,0.3197445869445801,
tpch,mssql,5,48,0.3693571090698242,
tpch,mssql,5,49,0.3738844394683838,
